,PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,PeriastronDeg,LongitudeDeg,AscendingNodeDeg,InclinationDeg,SurfaceTempK,AgeGyr,DiscoveryMethod,DiscoveryYear,LastUpdated,RightAscension,Declination,DistFromSunParsec,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,HostStarAgeGyr,ListsPlanetIsOn,RA,DEC,DistFromEarthParsec
1626,Kepler-203 b,0,,0.2342,3.162697,,,,,,,,,transit,2014.0,14/02/26,19 48 21,+41 23 16,800.07,1.01,1.114,,5821.0,,Confirmed planets,297.0875,620.8166666666667,800.0699996563602
1627,Kepler-311 c,0,,0.13032,19.738286,,,,,,,,,transit,2014.0,14/02/26,18 48 14,+47 05 07,803.71,,1.188,,5905.0,,Confirmed planets,282.05833333333334,706.2791666666667,803.7099968578365
1628,Kepler-311 b,0,,0.15492,9.176092,,,,,,,,,transit,2014.0,14/02/26,18 48 14,+47 05 07,803.71,,1.188,,5905.0,,Confirmed planets,282.05833333333334,706.2791666666667,803.7099968578365
1629,Kepler-264 c,0,,0.2579,140.10126100000002,,,,,,,,,transit,2014.0,14/02/26,19 28 10,+37 22 34,804.0,1.37,1.55,,6158.0,,Confirmed planets,292.0416666666667,560.6416666666667,803.9999993640317
1630,Kepler-264 b,0,,0.30346,40.806231,,,,,,,,,transit,2014.0,14/02/26,19 28 10,+37 22 34,804.0,1.37,1.55,,6158.0,,Confirmed planets,292.0416666666667,560.6416666666667,803.9999993640317
1631,Kepler-85 e,0,,0.11574000000000001,25.216751000000002,,,,,,,,,transit,2014.0,14/02/26,19 23 53,+45 17 25,804.74,0.941,0.893,,5436.0,,Confirmed planets,290.97083333333336,679.3541666666666,804.7399987301837
1632,Kepler-85 d,0,,0.10935999999999998,17.91323,,,,,,,,,transit,2014.0,14/02/26,19 23 53,+45 17 25,804.74,0.941,0.893,,5436.0,,Confirmed planets,290.97083333333336,679.3541666666666,804.7399987301837
1633,Kepler-85 c,0,,0.20778000000000002,12.512597999999999,,,,,,,,,transit,2014.0,14/02/26,19 23 53,+45 17 25,804.74,0.941,0.893,,5436.0,,Confirmed planets,290.97083333333336,679.3541666666666,804.7399987301837
1634,Kepler-85 b,0,,0.16768,8.305738,,,,,,,,,transit,2014.0,14/02/26,19 23 53,+45 17 25,804.74,0.941,0.893,,5436.0,,Confirmed planets,290.97083333333336,679.3541666666666,804.7399987301837
1635,Kepler-340 b,0,,0.23056,14.844387,,,,,,,,,transit,2014.0,14/02/26,19 43 44,+40 18 02,806.0,,1.85,,6620.0,,Confirmed planets,295.93333333333334,604.5083333333333,806.0000009670086
1636,Kepler-340 c,0,,0.30711,22.824669,,,,,,,,,transit,2014.0,14/02/26,19 43 44,+40 18 02,806.0,,1.85,,6620.0,,Confirmed planets,295.93333333333334,604.5083333333333,806.0000009670086
1637,Kepler-342 c,0,,0.17862,26.234138,,,,,,,,,transit,2014.0,14/02/26,19 30 42,+46 43 36,807.28,,1.472,,6175.0,,Confirmed planets,292.675,700.9,807.2800040168778
1638,Kepler-342 d,0,,0.22691,39.459357000000004,,,,,,,,,transit,2014.0,14/02/26,19 30 42,+46 43 36,807.28,,1.472,,6175.0,,Confirmed planets,292.675,700.9,807.2800040168778
1639,Kepler-342 e,0,,0.079,1.64422461,,,,,,,,,transit,2016.0,16/05/10,19 30 42,+46 43 36,807.28,,1.472,,6175.0,,Confirmed planets,292.675,700.9,807.2800040168778
1640,Kepler-342 b,0,,0.20504,15.170318,,,,,,,,,transit,2014.0,14/02/26,19 30 42,+46 43 36,807.28,,1.472,,6175.0,,Confirmed planets,292.675,700.9,807.2800040168778
1641,Kepler-243 c,0,,0.18135,20.026218,,,,,,,,,transit,2014.0,14/02/26,19 00 26,+42 02 02,808.4,0.789,0.8420000000000001,,5228.0,,Confirmed planets,285.10833333333335,630.5083333333333,808.4000020065306
1642,Kepler-243 b,0,,0.22326999999999997,5.7154419999999995,,,,,,,,,transit,2014.0,14/02/26,19 00 26,+42 02 02,808.4,0.789,0.8420000000000001,,5228.0,,Confirmed planets,285.10833333333335,630.5083333333333,808.4000020065306
1643,Kepler-173 b,0,,0.11756,4.263742,,,,,,,,,transit,2014.0,14/02/26,19 38 35,+41 53 02,809.64,1.06,0.9490000000000001,,6031.0,,Confirmed planets,294.6458333333333,628.2583333333333,809.6400038115262
1644,Kepler-173 c,0,,0.22145,8.005777,,,,,,,,,transit,2014.0,14/02/26,19 38 35,+41 53 02,809.64,1.06,0.9490000000000001,,6031.0,,Confirmed planets,294.6458333333333,628.2583333333333,809.6400038115262
1645,MOA-2010-BLG-328L b,0,0.028939999999999997,,,0.92,,,,,,,,microlensing,2013.0,13/09/30,17 57 59,-30 43 55,810.0,0.11,,,,,Confirmed planets,269.49583333333334,-30.869444444444444,810.0000032177851
1646,Kepler-380 c,0,,0.11574000000000001,7.630004,,,,,,,,,transit,2014.0,14/02/26,18 49 34,+48 45 32,811.74,1.11,1.224,,6045.0,,Confirmed planets,282.39166666666665,731.3833333333333,811.7399962635899
1647,Kepler-380 b,0,,0.10845,3.930821,,,,,,,,,transit,2014.0,14/02/26,18 49 34,+48 45 32,811.74,1.11,1.224,,6045.0,,Confirmed planets,282.39166666666665,731.3833333333333,811.7399962635899
1648,Kepler-59 c,0,0.012847999999999998,0.18043800000000002,17.980123499999998,,,,,,,,,transit,2012.0,12/08/19,19 08 09,+46 38 24,811.89,1.04,0.94,,6074.0,,Confirmed planets,287.0375,699.6,811.890001104694
1649,Kepler-59 b,0,0.0038280000000000002,0.100243,11.8681707,,,,,,,,,transit,2012.0,12/08/19,19 08 09,+46 38 24,811.89,1.04,0.94,,6074.0,,Confirmed planets,287.0375,699.6,811.890001104694
1650,Kepler-207 b,0,,0.14307,1.6118649999999999,,,,,,,,,transit,2014.0,14/02/26,19 20 07,+42 09 57,813.46,1.04,1.588,,5920.0,,Confirmed planets,290.02916666666664,632.4875,813.4599986511444
1651,Kepler-207 d,0,,0.30164,5.868075,,,,,,,,,transit,2014.0,14/02/26,19 20 07,+42 09 57,813.46,1.04,1.588,,5920.0,,Confirmed planets,290.02916666666664,632.4875,813.4599986511444
1652,Kepler-207 c,0,,0.1367,3.071571,,,,,,,,,transit,2014.0,14/02/26,19 20 07,+42 09 57,813.46,1.04,1.588,,5920.0,,Confirmed planets,290.02916666666664,632.4875,813.4599986511444
1653,HATS-8 b,0,0.138,0.873,3.583893,0.046669999999999996,,,,,87.8,1324.0,,transit,2015.0,15/06/03,19 39 46.08,-25 44 53.9,829.0,1.056,1.0859999999999999,0.21,5679.0,5.1,Confirmed planets,294.942,-25.883055555555558,829.000003309233
1654,Kepler-90 g,0,,0.72,210.60697000000002,0.71,,,,,89.8,,,transit,2013.0,15/12/03,18 57 44,+49 18 19,834.52,1.2,1.2,-0.12,6080.0,0.53,Confirmed planets,284.43333333333334,739.5791666666667,834.520000151499
1655,Kepler-90 b,0,,0.119381,7.008151,0.07400000000000001,,,,,89.4,,,transit,2013.0,13/10/24,18 57 44,+49 18 19,834.52,1.2,1.2,-0.12,6080.0,0.53,Confirmed planets,284.43333333333334,739.5791666666667,834.520000151499
1656,Kepler-90 e,0,,0.242407,91.93913,0.42,,,,,89.79,,,transit,2013.0,13/10/24,18 57 44,+49 18 19,834.52,1.2,1.2,-0.12,6080.0,0.53,Confirmed planets,284.43333333333334,739.5791666666667,834.520000151499
1657,Kepler-90 c,0,,0.108445,8.719375,0.08900000000000001,,,,,89.68,,,transit,2013.0,13/10/24,18 57 44,+49 18 19,834.52,1.2,1.2,-0.12,6080.0,0.53,Confirmed planets,284.43333333333334,739.5791666666667,834.520000151499
1658,Kepler-90 d,0,,0.261544,59.73667,0.32,,,,,89.71,,,transit,2013.0,13/10/24,18 57 44,+49 18 19,834.52,1.2,1.2,-0.12,6080.0,0.53,Confirmed planets,284.43333333333334,739.5791666666667,834.520000151499
1659,Kepler-90 h,0,,1.01,331.60059,1.01,,,,,89.6,,,transit,2013.0,15/12/03,18 57 44,+49 18 19,834.52,1.2,1.2,-0.12,6080.0,0.53,Confirmed planets,284.43333333333334,739.5791666666667,834.520000151499
1660,Kepler-90 f,0,,0.262455,124.9144,0.48,,,,,89.77,,,transit,2013.0,13/10/24,18 57 44,+49 18 19,834.52,1.2,1.2,-0.12,6080.0,0.53,Confirmed planets,284.43333333333334,739.5791666666667,834.520000151499
1661,Kepler-258 c,0,,0.32898,33.653079,,,,,,,,,transit,2014.0,14/02/26,19 36 16,+46 34 45,836.13,0.7,0.915,,4942.0,,Confirmed planets,294.06666666666666,698.6875,836.1300004862974
1662,Kepler-258 b,0,,0.36999,13.197220000000002,,,,,,,,,transit,2014.0,14/02/26,19 36 16,+46 34 45,836.13,0.7,0.915,,4942.0,,Confirmed planets,294.06666666666666,698.6875,836.1300004862974
1663,HATS-32 b,0,0.92,1.249,2.8126548,0.04024,0.47100000000000003,,,,87.1,,,transit,2016.0,16/07/11,23 04 18,-21 43 41,839.0,1.099,1.097,0.39,5700.0,3.5,Confirmed planets,346.075,-21.830555555555552,838.9999957996628
1664,CoRoT-16 b,0,0.53,1.17,5.35227,0.0618,0.33,,,,85.01,1085.5,,transit,2010.0,11/06/14,18 34 06,-06 00 09,840.0,1.0979999999999999,1.19,0.19,5650.0,,Confirmed planets,278.525,-6.025,839.9999977772328
1665,HATS-27 b,0,0.53,1.5,4.6370379999999995,0.0611,0.29,,,,87.3,,,transit,2016.0,16/07/28,12 54 13,-46 24 44,840.0,1.415,1.74,0.09,6438.0,2.3,Confirmed planets,193.55416666666667,-46.52222222222222,839.999998643723
1666,WASP-142 b,0,0.84,1.53,2.052868,0.0347,0.0,,,,80.2,,,transit,2016.0,16/07/11,09 22 02,-23 03 14,840.0,1.33,1.64,0.26,6010.0,2.0,Confirmed planets,140.50833333333333,-23.08888888888889,840.0000014355475
1667,Kepler-240 c,0,,0.20049,7.9535279999999995,,,,,,,,,transit,2014.0,14/02/26,19 24 38,+40 45 00,840.27,0.753,0.7390000000000001,,4985.0,,Confirmed planets,291.15833333333336,611.25,840.2700005382839
1668,Kepler-240 b,0,,0.12485,4.144495,,,,,,,,,transit,2014.0,14/02/26,19 24 38,+40 45 00,840.27,0.753,0.7390000000000001,,4985.0,,Confirmed planets,291.15833333333336,611.25,840.2700005382839
1669,HAT-P-65 b,0,0.527,1.89,2.6054552,0.03951,0.3,,,,84.2,,,,2016.0,16/09/12,21 03 37,+11 59 22,841.0,1.212,1.86,0.1,5835.0,5.46,Confirmed planets,315.90416666666664,179.84166666666667,841.0000006024031
1670,Kepler-382 c,0,,0.1449,12.162701,,,,,,,,,transit,2014.0,14/02/26,19 56 32,+45 52 11,841.11,0.8740000000000001,0.945,,5600.0,,Confirmed planets,299.1333333333333,688.0458333333333,841.1100037609997
1671,Kepler-382 b,0,,0.12029000000000001,5.262155,,,,,,,,,transit,2014.0,14/02/26,19 56 32,+45 52 11,841.11,0.8740000000000001,0.945,,5600.0,,Confirmed planets,299.1333333333333,688.0458333333333,841.1100037609997
1672,YBP401 b,0,0.46,,4.087,,0.15,330.17,,,,,,RV,2016.0,16/06/18,08 51 19,+11 40 16,843.0,1.14,,,6165.0,4.0,Confirmed planets,132.82916666666668,175.06666666666666,843.0000020039321
1673,Kepler-146 b,0,,0.33809,31.158799,,,,,,,,,transit,2014.0,14/02/26,19 36 26,+38 42 36,844.99,1.09,1.208,,5948.0,,Confirmed planets,294.10833333333335,580.65,844.9899985027386
1674,Kepler-146 c,0,,0.28524,76.732171,,,,,,,,,transit,2014.0,14/02/26,19 36 26,+38 42 36,844.99,1.09,1.208,,5948.0,,Confirmed planets,294.10833333333335,580.65,844.9899985027386
1675,Kepler-170 b,0,,0.29162,7.930592,,,,,,,,,transit,2014.0,14/02/26,18 58 05,+41 37 46,849.82,1.089,1.035,,5679.0,,Confirmed planets,284.5208333333333,624.4416666666667,849.8200007379266
1676,Kepler-170 c,0,,0.26063000000000003,16.665863,,,,,,,,,transit,2014.0,14/02/26,18 58 05,+41 37 46,849.82,1.089,1.035,,5679.0,,Confirmed planets,284.5208333333333,624.4416666666667,849.8200007379266
1677,YBP1194 b,0,0.34,,6.957999999999999,,0.24,98.62,,,,,,RV,2014.0,14/01/14,08 51 00.807,+11 48 52.76,850.0,1.01,0.99,0.023,5780.0,,"Confirmed planets, Planets in open clusters",132.7533625,177.21983333333333,850.0000009277051
1678,Kepler-248 b,0,,0.27521,6.308205,,,,,,,,,transit,2014.0,14/02/26,19 32 14,+43 34 52,851.1,,0.831,,5190.0,,Confirmed planets,293.05833333333334,653.7166666666667,851.0999970561448
1679,Kepler-248 c,0,,0.3709,16.239494,,,,,,,,,transit,2014.0,14/02/26,19 32 14,+43 34 52,851.1,,0.831,,5190.0,,Confirmed planets,293.05833333333334,653.7166666666667,851.0999970561448
1680,Kepler-204 b,0,,0.23056,14.400974,,,,,,,,,transit,2014.0,14/02/26,19 01 23,+41 45 42,854.31,1.05,1.238,,5812.0,,Confirmed planets,285.34583333333336,626.425,854.3100013195602
1681,Kepler-204 c,0,,0.16312000000000001,25.660593,,,,,,,,,transit,2014.0,14/02/26,19 01 23,+41 45 42,854.31,1.05,1.238,,5812.0,,Confirmed planets,285.34583333333336,626.425,854.3100013195602
1682,Kepler-171 d,0,,0.17224,39.595519,,,,,,,,,transit,2014.0,14/02/26,19 47 05,+41 45 19,854.42,0.9309999999999999,0.8390000000000001,,5642.0,,Confirmed planets,296.7708333333333,626.3291666666667,854.4199997843193
1683,Kepler-171 c,0,,0.23329,11.463462,,,,,,,,,transit,2014.0,14/02/26,19 47 05,+41 45 19,854.42,0.9309999999999999,0.8390000000000001,,5642.0,,Confirmed planets,296.7708333333333,626.3291666666667,854.4199997843193
1684,Kepler-171 b,0,,0.21324,4.166972,,,,,,,,,transit,2014.0,14/02/26,19 47 05,+41 45 19,854.42,0.9309999999999999,0.8390000000000001,,5642.0,,Confirmed planets,296.7708333333333,626.3291666666667,854.4199997843193
1685,Kepler-46 b,0,,0.65705,33.601528,0.1968,0.01,,,,89.038,543.0,,transit,2012.0,14/03/06,19 17 04,+42 36 15,855.0,0.82,0.79,0.41,5309.0,,Confirmed planets,289.26666666666665,639.0625,854.9999988276487
1686,Kepler-46 c,0,0.376,,57.011,0.2799,0.015,,,,87.4,455.0,,transit,2012.0,14/03/06,19 17 04,+42 36 15,855.0,0.82,0.79,0.41,5309.0,,Confirmed planets,289.26666666666665,639.0625,854.9999988276487
1687,Kepler-46 d,0,,0.14945,6.766589,0.067,,,,,88.24,793.0,,transit,2014.0,14/03/06,19 17 04,+42 36 15,855.0,0.82,0.79,0.41,5309.0,,Confirmed planets,289.26666666666665,639.0625,854.9999988276487
1688,Kepler-273 b,0,,0.1367,2.936532,,,,,,,,,transit,2014.0,14/02/26,19 25 12,+47 41 51,858.23,0.9159999999999999,0.815,,5626.0,,Confirmed planets,291.3,715.4625,858.2299978639089
1689,Kepler-273 c,0,,0.18044000000000002,8.014927,,,,,,,,,transit,2014.0,14/02/26,19 25 12,+47 41 51,858.23,0.9159999999999999,0.815,,5626.0,,Confirmed planets,291.3,715.4625,858.2299978639089
1690,Kepler-160 b,0,,0.14034000000000002,4.3094269999999995,,,,,,,,,transit,2014.0,14/02/26,19 11 05,+42 52 09,859.11,0.993,0.884,,5857.0,,Confirmed planets,287.7708333333333,643.0375,859.1099991743192
1691,Kepler-160 c,0,,0.32898,13.699086999999999,,,,,,,,,transit,2014.0,14/02/26,19 11 05,+42 52 09,859.11,0.993,0.884,,5857.0,,Confirmed planets,287.7708333333333,643.0375,859.1099991743192
1692,Kepler-233 b,0,,0.22145,8.472382000000001,,,,,,,,,transit,2014.0,14/02/26,19 45 27,+51 19 10,859.5,0.855,0.758,,5360.0,,Confirmed planets,296.3625,769.7916666666666,859.4999976117974
1693,Kepler-233 c,0,,0.24695999999999999,60.418955000000004,,,,,,,,,transit,2014.0,14/02/26,19 45 27,+51 19 10,859.5,0.855,0.758,,5360.0,,Confirmed planets,296.3625,769.7916666666666,859.4999976117974
1694,Kepler-242 c,0,,0.18225999999999998,14.496481,,,,,,,,,transit,2014.0,14/02/26,19 06 15,+41 48 30,859.95,0.72,0.85,,5020.0,,Confirmed planets,286.5625,627.125,859.9499986085625
1695,Kepler-242 b,0,,0.23785,8.20395,,,,,,,,,transit,2014.0,14/02/26,19 06 15,+41 48 30,859.95,0.72,0.85,,5020.0,,Confirmed planets,286.5625,627.125,859.9499986085625
1696,Kepler-108 b,0,,0.78828,49.183921000000005,0.25,0.22,,,,89.9,,,transit,2014.0,14/02/26,19 38 14,+46 03 44,860.98,0.89,2.1919999999999997,,5854.0,,Confirmed planets,294.55833333333334,690.9333333333333,860.9800034596545
1697,Kepler-108 c,0,,0.74545,190.32349399999998,0.62,0.04,,,,89.2,,,transit,2014.0,14/02/26,19 38 14,+46 03 44,860.98,0.89,2.1919999999999997,,5854.0,,Confirmed planets,294.55833333333334,690.9333333333333,860.9800034596545
1698,Kepler-23 d,0,,0.20049,15.274299,,0.08,,,,,,,transit,2014.0,15/06/09,19 36 52,+49 28 45,864.68,1.19,1.548,,5828.0,,Confirmed planets,294.21666666666664,742.1875,864.6800015977602
1699,Kepler-23 b,0,,0.15400999999999998,7.107163000000001,,0.06,,,,,,,transit,2014.0,15/06/09,19 36 52,+49 28 45,864.68,1.19,1.548,,5828.0,,Confirmed planets,294.21666666666664,742.1875,864.6800015977602
1700,Kepler-23 c,0,,0.34447,10.742371,,0.02,,,,,,,transit,2014.0,15/06/09,19 36 52,+49 28 45,864.68,1.19,1.548,,5828.0,,Confirmed planets,294.21666666666664,742.1875,864.6800015977602
1701,Kepler-285 b,0,,0.12211,2.633867,,,,,,,,,transit,2014.0,14/02/26,19 25 33,+48 03 56,864.99,0.865,0.8079999999999999,,5411.0,,Confirmed planets,291.3875,720.9833333333333,864.9900000419553
1702,Kepler-285 c,0,,0.10207000000000001,6.186676,,,,,,,,,transit,2014.0,14/02/26,19 25 33,+48 03 56,864.99,0.865,0.8079999999999999,,5411.0,,Confirmed planets,291.3875,720.9833333333333,864.9900000419553
1703,Kepler-377 b,0,,0.12667,12.509528999999999,,,,,,,,,transit,2014.0,14/02/26,19 41 41,+38 44 08,865.2,1.104,1.224,,5949.0,,Confirmed planets,295.42083333333335,581.0333333333333,865.1999952443127
1704,Kepler-377 c,0,,0.18773,27.014976,,,,,,,,,transit,2014.0,14/02/26,19 41 41,+38 44 08,865.2,1.104,1.224,,5949.0,,Confirmed planets,295.42083333333335,581.0333333333333,865.1999952443127
1705,CoRoT-18 b,0,3.47,1.31,1.9000693,0.0295,0.08,,,,86.5,1396.0,,transit,2011.0,12/04/05,06 32 41,-00 01 54,870.0,0.95,1.0,-0.1,5440.0,,Confirmed planets,98.17083333333333,-0.16666666666666666,869.9999966060667
1706,KOI-1299 c,2,2.43,,406.2,,0.498,60.8,,,,,,RV,2014.0,15/02/03,19 33 07.73,+48 17 09.2,870.0,1.3530000000000002,4.16,-0.07,4850.0,3.5,"Controversial, Planets in binary systems, S-type",293.28220833333336,724.2883333333333,870.0000003220911
1707,KOI-1299 b,2,4.87,1.12,52.500969999999995,0.3034,0.535,,,,88.9,,,transit,2014.0,14/10/14,19 33 07.73,+48 17 09.2,870.0,1.3530000000000002,4.16,-0.07,4850.0,3.5,"Confirmed planets, Planets in binary systems, S-type",293.28220833333336,724.2883333333333,870.0000003220911
1708,HATS-31 b,0,0.88,1.64,3.37796,0.0478,0.233,,,,85.0,,,transit,2016.0,16/07/11,12 46 49,-24 34 21,872.0,1.275,1.87,0.0,6050.0,4.3,Confirmed planets,191.70416666666668,-24.625,871.9999957729868
1709,Kepler-364 c,0,,0.19593,59.980627,,,,,,,,,transit,2014.0,14/02/26,18 46 16,+47 23 55,872.59,1.2,1.284,,6108.0,,Confirmed planets,281.56666666666666,710.9791666666666,872.5900010381949
1710,Kepler-364 b,0,,0.14125,25.745718,,,,,,,,,transit,2014.0,14/02/26,18 46 16,+47 23 55,872.59,1.2,1.284,,6108.0,,Confirmed planets,281.56666666666666,710.9791666666666,872.5900010381949
1711,Kepler-180 b,0,,0.1367,13.817124,,,,,,,,,transit,2014.0,14/02/26,19 42 17,+49 46 28,873.85,0.91,1.063,,5731.0,,Confirmed planets,295.5708333333333,746.6166666666667,873.8500021977452
1712,Kepler-180 c,0,,0.2743,41.885775,,,,,,,,,transit,2014.0,14/02/26,19 42 17,+49 46 28,873.85,0.91,1.063,,5731.0,,Confirmed planets,295.5708333333333,746.6166666666667,873.8500021977452
1713,Kepler-290 b,0,,0.20504,14.589347,,,,,,,,,transit,2014.0,14/02/26,19 05 38,+42 40 53,874.46,0.7979999999999999,0.743,,5147.0,,Confirmed planets,286.40833333333336,640.2208333333333,874.4599966932525
1714,Kepler-290 c,0,,0.24605,36.770309999999995,,,,,,,,,transit,2014.0,14/02/26,19 05 38,+42 40 53,874.46,0.7979999999999999,0.743,,5147.0,,Confirmed planets,286.40833333333336,640.2208333333333,874.4599966932525
1715,Kepler-268 c,0,,0.30801999999999996,83.446393,,,,,,,,,transit,2014.0,14/02/26,19 27 54,+38 03 18,875.31,1.13,1.274,,6081.0,,Confirmed planets,291.975,570.825,875.3099972124968
1716,Kepler-268 b,0,,0.23238000000000003,25.934138,,,,,,,,,transit,2014.0,14/02/26,19 27 54,+38 03 18,875.31,1.13,1.274,,6081.0,,Confirmed planets,291.975,570.825,875.3099972124968
1717,Kepler-263 c,0,,0.22509,47.332772999999996,,,,,,,,,transit,2014.0,14/02/26,19 29 52,+37 34 04,879.65,0.8009999999999999,0.785,,5265.0,,Confirmed planets,292.46666666666664,563.5166666666667,879.6500018010868
1718,Kepler-263 b,0,,0.24331999999999998,16.568087,,,,,,,,,transit,2014.0,14/02/26,19 29 52,+37 34 04,879.65,0.8009999999999999,0.785,,5265.0,,Confirmed planets,292.46666666666664,563.5166666666667,879.6500018010868
1719,KOI-195 b,0,0.34,1.09,3.21751883,0.0414,,,,,85.74,1300.0,,transit,2014.0,14/10/02,19 17 44,+49 28 24,880.0,0.91,0.92,-0.21,5725.0,3.0,Confirmed planets,289.43333333333334,742.1,880.0000034505193
1720,Kepler-154 b,0,,0.20595,33.040532,,,,,,,,,transit,2014.0,14/02/26,19 19 07,+49 53 47,882.88,,1.001,,5690.0,,Confirmed planets,289.77916666666664,748.4458333333333,882.8800025968923
1721,Kepler-154 c,0,,0.26883,62.303276000000004,,,,,,,,,transit,2014.0,14/02/26,19 19 07,+49 53 47,882.88,,1.001,,5690.0,,Confirmed planets,289.77916666666664,748.4458333333333,882.8800025968923
1722,Kepler-154 d,0,,0.34299999999999997,20.54981883,,,,,,,,,transit,2016.0,16/05/10,19 19 07,+49 53 47,882.88,,1.001,,5690.0,,Confirmed planets,289.77916666666664,748.4458333333333,882.8800025968923
1723,Kepler-154 e,0,,0.134,3.93276465,,,,,,,,,transit,2016.0,16/05/10,19 19 07,+49 53 47,882.88,,1.001,,5690.0,,Confirmed planets,289.77916666666664,748.4458333333333,882.8800025968923
1724,Kepler-154 f,0,,0.134,9.91935684,,,,,,,,,transit,2016.0,16/05/10,19 19 07,+49 53 47,882.88,,1.001,,5690.0,,Confirmed planets,289.77916666666664,748.4458333333333,882.8800025968923
1725,Kepler-143 c,0,,0.30711,27.082511,,,,,,,,,transit,2014.0,14/02/26,19 52 16,+49 24 45,890.59,1.008,1.359,,5848.0,,Confirmed planets,298.06666666666666,741.1875,890.589995622761
1726,Kepler-143 b,0,,0.21961999999999998,16.007583,,,,,,,,,transit,2014.0,14/02/26,19 52 16,+49 24 45,890.59,1.008,1.359,,5848.0,,Confirmed planets,298.06666666666666,741.1875,890.589995622761
1727,Kepler-222 c,0,,0.42283999999999994,10.08881,,,,,,,,,transit,2014.0,14/02/26,19 11 37,+46 56 15,891.55,0.857,0.8690000000000001,,5433.0,,Confirmed planets,287.90416666666664,704.0625,891.5500019775686
